,location,district,rooms,size,level,max_levels,price
5695,"город Ташкент, Мирзо-Улугбекский район, Ц-1 (ул. Гоголя)",Мирзо-Улугбекский,3,80.0,3,4,120000.0
5696,"город Ташкент, Юнусабадский район, Ц-5",Юнусабадский,1,50.0,7,9,39000.0
5697,"город Ташкент, Мирзо-Улугбекский район, Хамид Алимжан",Мирзо-Улугбекский,3,95.0,5,18,67000.0
5698,"город Ташкент, Мирабадский район, Тараса Шевченко",Мирабадский,3,100.0,5,9,110000.0
5699,"город Ташкент, Юнусабадский район, Ц-6",Юнусабадский,3,75.0,3,4,73000.0
5700,"город Ташкент, Мирабадский район, Ул.Кунаев",Мирабадский,2,65.0,3,9,78000.0
5701,"город Ташкент, Юнусабадский район, Юнусабад 11-й квартал",Юнусабадский,2,55.0,1,9,43000.0
5702,"город Ташкент, Яккасарайский район, Кушбеги",Яккасарайский,3,72.0,3,4,45000.0
5703,"город Ташкент, Яшнободский район, Тузель 3-й квартал",Яшнободский,2,58.8,5,5,28000.0
5704,"город Ташкент, Мирабадский район, Нукуская",Мирабадский,2,63.0,2,6,89000.0
5705,"город Ташкент, Шайхантахурский район, Лабзак",Шайхантахурский,2,65.0,3,4,56500.0
5706,"город Ташкент, Яккасарайский район, Конституция",Яккасарайский,3,93.0,4,4,65000.0
5707,"город Ташкент, Мирабадский район, Нукус",Мирабадский,4,120.0,1,4,135000.0
5708,"город Ташкент, Шайхантахурский район, Ипакчи",Шайхантахурский,6,268.0,1,3,260000.0
5709,"город Ташкент, Яккасарайский район, Кушбеги",Яккасарайский,1,38.0,2,5,26700.0
5710,"город Ташкент, Чиланзарский район, Чиланзар 6 квартал",Чиланзарский,2,42.0,1,4,42900.0
5711,"город Ташкент, Мирабадский район, Т Шевченко",Мирабадский,5,225.0,5,8,350000.0
5712,"город Ташкент, Юнусабадский район, Юнусабад 18-й квартал",Юнусабадский,2,62.0,1,4,40000.0
5713,"город Ташкент, Учтепинский район, Ул. Ширин",Учтепинский,2,49.0,4,4,30000.0
5714,"город Ташкент, Сергелийский район, Сергели-IV",Сергелийский,2,56.2,4,5,29500.0
5715,"город Ташкент, Чиланзарский район, Чиланзар квартал Ц",Чиланзарский,2,46.0,4,5,26500.0
5716,"город Ташкент, Мирзо-Улугбекский район, Асака",Мирзо-Улугбекский,4,157.0,5,9,201493.0
5717,"город Ташкент, Чиланзарский район, Мукими",Чиланзарский,2,55.0,4,5,54000.0
5718,"город Ташкент, Яшнободский район, Илтифот",Яшнободский,1,34.0,4,5,18000.0
5720,"город Ташкент, Шайхантахурский район, Жангох",Шайхантахурский,2,62.0,4,8,62000.0
5721,"город Ташкент, Шайхантахурский район, Джарарык",Шайхантахурский,3,70.0,4,4,45000.0
5722,"город Ташкент, Яккасарайский район, Ул.Саламатина",Яккасарайский,1,26.0,1,4,30000.0
5723,"город Ташкент, Мирзо-Улугбекский район, 7-й проезд Бозбозор",Мирзо-Улугбекский,3,115.0,2,9,115000.0
5724,"город Ташкент, Мирабадский район, Нукус",Мирабадский,3,75.0,3,4,71000.0
5725,"город Ташкент, Мирзо-Улугбекский район, Карасу 3-й квартал",Мирзо-Улугбекский,3,78.0,2,5,60000.0
5726,"город Ташкент, Юнусабадский район, Юнусабад 1-й квартал",Юнусабадский,2,81.0,9,9,55000.0
5727,"город Ташкент, Мирзо-Улугбекский район, Ахмада Югнаки",Мирзо-Улугбекский,4,92.0,2,5,60000.0
5728,"город Ташкент, Мирзо-Улугбекский район, Карасу 3-й квартал",Мирзо-Улугбекский,3,75.0,7,9,39500.0
5729,"город Ташкент, Яккасарайский район, Шота Руставели",Яккасарайский,2,53.0,3,4,51000.0
5730,"город Ташкент, Олмазорский район, Каракамыш квартал 2/4",Олмазорский,5,97.0,3,4,60000.0
5731,"город Ташкент, Сергелийский район, Куйлюк 6-й квартал",Сергелийский,3,80.0,8,9,41000.0
5732,"город Ташкент, Чиланзарский район, Паспортный",Чиланзарский,2,48.0,1,4,34500.0
5733,"город Ташкент, Мирабадский район, Янгизамон",Мирабадский,3,65.0,2,2,32500.0
5734,"город Ташкент, Чиланзарский район, Чиланзар 7-й квартал",Чиланзарский,2,58.0,1,9,39500.0
5735,"город Ташкент, Чиланзарский район, Чиланзар-10",Чиланзарский,3,68.0,5,5,34500.0
5736,"город Ташкент, Чиланзарский район, Чиланзар-Ц",Чиланзарский,3,65.0,1,4,54000.0
5737,"город Ташкент, Чиланзарский район, Чиланзар-6",Чиланзарский,3,70.0,2,4,46000.0
5738,"город Ташкент, Чиланзарский район, Катта козиробод",Чиланзарский,1,26.0,1,4,28000.0
5739,"город Ташкент, Чиланзарский район, Чиланзар-18",Чиланзарский,2,65.0,1,9,41000.0
5740,"город Ташкент, Учтепинский район, Чиланзар-13",Учтепинский,2,56.0,3,5,33000.0
5741,"город Ташкент, Чиланзарский район, Чиланзар-5",Чиланзарский,2,56.0,2,4,39500.0
5742,"город Ташкент, Чиланзарский район, Чиланзар-16",Чиланзарский,2,50.0,3,5,35500.0
5743,"город Ташкент, Чиланзарский район, Дилобод",Чиланзарский,2,68.0,4,5,38000.0
5744,"город Ташкент, Чиланзарский район, проспект Бунёдкор",Чиланзарский,1,30.0,2,5,26000.0
5745,"город Ташкент, Чиланзарский район, Чиланзар-Ц",Чиланзарский,1,36.0,2,4,29500.0
5746,"город Ташкент, Чиланзарский район, Чиланзар",Чиланзарский,1,42.0,4,4,25500.0
5747,"город Ташкент, Чиланзарский район, Чиланзар",Чиланзарский,1,46.0,2,4,29500.0
5748,"город Ташкент, Учтепинский район, Чиланзар 15-й квартал",Учтепинский,3,70.0,6,16,42000.0
5749,"город Ташкент, Чиланзарский район, Катта козиробод",Чиланзарский,4,75.8,3,5,58000.0
5750,"город Ташкент, Чиланзарский район, 17квартал",Чиланзарский,1,34.0,1,4,27000.0
5751,"город Ташкент, Чиланзарский район, Чиланзар-2",Чиланзарский,1,30.0,2,4,25200.0
5752,"город Ташкент, Яккасарайский район, Кушбеги",Яккасарайский,1,38.0,2,5,26700.0
5753,"город Ташкент, Чиланзарский район, Чиланзар 16-й квартал",Чиланзарский,2,50.0,1,4,38000.0
5754,"город Ташкент, Чиланзарский район, 1-й проезд Богобод",Чиланзарский,1,32.0,2,4,26000.0
5755,"город Ташкент, Яшнободский район, Махтумкули",Яшнободский,2,62.0,2,7,55000.0
5756,"город Ташкент, Чиланзарский район, Мукимий",Чиланзарский,3,70.0,3,4,48000.0
5757,"город Ташкент, Яккасарайский район, Конституция",Яккасарайский,3,260.0,1,6,235000.0
5758,"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Чиланзарский,3,72.0,1,4,47500.0
5759,"город Ташкент, Учтепинский район, Чиланзар 23-й квартал",Учтепинский,2,55.0,2,4,35000.0
5760,"город Ташкент, Чиланзарский район, Парус",Чиланзарский,1,30.0,2,4,26000.0
5761,"город Ташкент, Чиланзарский район, Аль-Хорезми-2",Чиланзарский,2,60.0,4,4,33500.0
5762,"город Ташкент, Чиланзарский район, Ровд",Чиланзарский,1,32.0,3,4,25000.0
5763,"город Ташкент, Мирзо-Улугбекский район, Дом быта",Мирзо-Улугбекский,1,30.0,3,4,22000.0
5764,"город Ташкент, Мирзо-Улугбекский район, Максим горький",Мирзо-Улугбекский,1,30.0,1,4,22500.0
5765,"город Ташкент, Мирзо-Улугбекский район, Феруза",Мирзо-Улугбекский,2,45.0,1,4,35000.0
5766,"город Ташкент, Яшнободский район, Боткино",Яшнободский,2,40.0,1,4,28000.0
5767,"город Ташкент, Учтепинский район, Чиланзар 24-й квартал",Учтепинский,2,43.0,1,5,30500.0
5768,"город Ташкент, Юнусабадский район, Кашгар",Юнусабадский,3,75.0,3,4,73000.0
5769,"город Ташкент, Мирзо-Улугбекский район, пр-т Мустакиллик",Мирзо-Улугбекский,1,50.0,4,18,60000.0
5770,"город Ташкент, Яшнободский район, Авиасозлар- Янгиобод",Яшнободский,2,51.0,4,6,27000.0
5771,"город Ташкент, Учтепинский район, Ширин",Учтепинский,4,68.0,5,5,40000.0
5772,"город Ташкент, Юнусабадский район, Шахристанская",Юнусабадский,4,90.0,2,4,77000.0
5773,"город Ташкент, Яшнободский район, 1-й Акдарьинский тупик",Яшнободский,4,100.0,5,5,43000.0
5774,"город Ташкент, Чиланзарский район, Чиланзар 2 квартал",Чиланзарский,1,27.0,1,4,28500.0
5775,"город Ташкент, Сергелийский район, Дустлик 2",Сергелийский,4,98.0,2,9,41000.0
5776,"город Ташкент, Чиланзарский район, Ровд",Чиланзарский,1,39.0,3,4,26000.0
5777,"город Ташкент, Сергелийский район, Ровд",Сергелийский,1,48.0,4,5,27000.0
5778,"город Ташкент, Шайхантахурский район, Ганга",Шайхантахурский,1,42.0,2,12,41200.0
5779,"город Ташкент, Мирабадский район, Глинка",Мирабадский,2,48.0,1,4,40000.0
5780,"город Ташкент, Чиланзарский район, Чиланзар 8-й квартал",Чиланзарский,2,48.0,2,4,34000.0
5781,"город Ташкент, Яшнободский район, Мухтар Ашрафи",Яшнободский,2,36.0,3,4,21000.0
5782,"город Ташкент, Мирзо-Улугбекский район, Паркент",Мирзо-Улугбекский,2,50.0,5,8,29000.0
5783,"город Ташкент, Учтепинский район, Чиланзар квартал Г9А",Учтепинский,1,35.0,4,4,26500.0
5784,"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,5,120.0,5,9,85000.0
5785,"город Ташкент, Яккасарайский район, Кушбеги",Яккасарайский,1,38.0,2,5,26700.0
5786,"город Ташкент, Юнусабадский район, Кашкар",Юнусабадский,1,43.0,2,5,62000.0
5787,"город Ташкент, Мирабадский район, Фаровон",Мирабадский,5,225.0,1,5,215000.0
5788,"город Ташкент, Шайхантахурский район, Урда",Шайхантахурский,2,70.0,3,7,59000.0
5789,"город Ташкент, Учтепинский район, Учтеп ровд",Учтепинский,3,61.0,3,4,42000.0
5790,"город Ташкент, Чиланзарский район, Чиланзар квартал 20Д",Чиланзарский,2,51.0,1,4,33000.0
5791,"город Ташкент, Мирзо-Улугбекский район, Алтынтепа",Мирзо-Улугбекский,3,75.0,8,9,51000.0
5792,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",Мирзо-Улугбекский,4,140.0,1,4,110000.0
5793,"город Ташкент, Юнусабадский район, Юнусабад 11-й квартал",Юнусабадский,2,60.0,1,4,60000.0
5794,"город Ташкент, Шайхантахурский район, Чорсу",Шайхантахурский,2,84.0,3,4,73000.0
5795,"город Ташкент, Яшнободский район, Городок Авиастроителей 3-й квартал",Яшнободский,2,46.0,1,1,27000.0
5796,"город Ташкент, Яшнободский район, Махтумкули",Яшнободский,3,77.0,5,7,80000.0
5797,"город Ташкент, Мирабадский район, Нукус",Мирабадский,5,120.0,7,9,108000.0
5798,"город Ташкент, Мирзо-Улугбекский район, набережная Карасу",Мирзо-Улугбекский,3,78.0,3,5,52991.0
5799,"город Ташкент, Мирзо-Улугбекский район, набережная Карасу",Мирзо-Улугбекский,2,60.0,5,5,35000.0
5800,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак йули (Луначарское) ",Мирзо-Улугбекский,4,78.0,4,5,63000.0
5801,"город Ташкент, Сергелийский район, Узгариш",Сергелийский,2,60.0,3,4,75000.0
5802,"город Ташкент, Мирабадский район, Нукус",Мирабадский,4,120.0,1,5,135000.0
5803,"город Ташкент, Яккасарайский район, Бабура",Яккасарайский,2,53.0,5,8,43500.0
5804,"город Ташкент, Яшнободский район, жилой комплекс Green Park",Яшнободский,3,75.0,4,9,63000.0
5805,"город Ташкент, Мирзо-Улугбекский район, Ялангач",Мирзо-Улугбекский,1,33.0,2,4,24000.0
5806,"город Ташкент, Мирзо-Улугбекский район, Паркент",Мирзо-Улугбекский,3,107.0,4,7,87000.0
5807,"город Ташкент, Мирзо-Улугбекский район, Тамары Ханум",Мирзо-Улугбекский,4,100.0,3,4,95000.0
5808,"город Ташкент, Мирзо-Улугбекский район, проспект Мустакиллик",Мирзо-Улугбекский,3,95.0,7,10,140000.0
5809,"город Ташкент, Мирзо-Улугбекский район, Дархон",Мирзо-Улугбекский,4,90.0,3,4,73000.0
5810,"город Ташкент, Мирзо-Улугбекский район, набережная Карасу",Мирзо-Улугбекский,5,110.0,5,5,50000.0
5812,"город Ташкент, Яшнободский район, Паркент",Яшнободский,3,72.0,7,8,52000.0
5813,"город Ташкент, Мирабадский район, 2-й проезд Куйлюк",Мирабадский,3,75.0,6,9,57500.0
5814,"город Ташкент, Яккасарайский район, жилой комплекс Dream House",Яккасарайский,3,105.0,4,9,150000.0
5815,"город Ташкент, Мирзо-Улугбекский район, Паркент",Мирзо-Улугбекский,3,70.0,8,9,65000.0
5816,"город Ташкент, Бектемирский район, Сувсоз-2 (Водник-2) ",Бектемирский,3,58.0,6,9,28000.0
5817,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак йули (Луначарское) ",Мирзо-Улугбекский,3,70.0,1,5,57000.0
5818,"город Ташкент, Мирзо-Улугбекский район, Массив феруза",Мирзо-Улугбекский,2,47.0,3,5,30000.0
5819,"город Ташкент, Мирабадский район, Ул чехова",Мирабадский,4,185.0,4,6,350000.0
5820,"город Ташкент, Юнусабадский район, Юнусабад 4-й квартал",Юнусабадский,3,74.0,3,4,63000.0
5821,"город Ташкент, Олмазорский район, Олимпия",Олмазорский,3,70.0,4,4,37500.0
5822,"город Ташкент, Чиланзарский район, Чиланзар 10-й квартал",Чиланзарский,2,51.0,2,4,34800.0
5823,"город Ташкент, Мирзо-Улугбекский район, Карасу 2",Мирзо-Улугбекский,2,68.0,4,4,45000.0
5824,"город Ташкент, Юнусабадский район, Юнусабад 7-й квартал",Юнусабадский,2,50.0,3,4,36500.0
5825,"город Ташкент, Олмазорский район, Фараби",Олмазорский,3,117.0,3,6,84000.0
5826,"город Ташкент, Юнусабадский район, Гайратий",Юнусабадский,3,80.0,2,5,53000.0
5827,"город Ташкент, Мирабадский район, Янги Миробод",Мирабадский,3,65.0,4,4,57000.0
5828,"город Ташкент, Мирабадский район, Нукус",Мирабадский,5,120.0,7,9,108000.0
5829,"город Ташкент, Яшнободский район, Тузель-3",Яшнободский,4,89.0,6,9,51000.0
5830,"город Ташкент, Мирзо-Улугбекский район, жилой комплекс Goldhill",Мирзо-Улугбекский,2,66.4,2,8,55000.0
5831,"город Ташкент, Олмазорский район, Камарнисо",Олмазорский,3,183.0,3,4,90000.0
5832,"город Ташкент, Яккасарайский район, Башлык",Яккасарайский,1,44.0,2,9,27000.0
5833,"город Ташкент, Чиланзарский район, Метро Хамза",Чиланзарский,2,55.0,1,4,41000.0
5834,"город Ташкент, Чиланзарский район, Чиланзар 7-й квартал",Чиланзарский,1,30.0,4,5,27000.0
5835,"город Ташкент, Сергелийский район, Строитель",Сергелийский,4,110.0,8,9,55000.0
5836,"город Ташкент, Шайхантахурский район, Кора тош",Шайхантахурский,4,100.0,5,9,73000.0
5837,"город Ташкент, Шайхантахурский район, 1-й проезд Бог",Шайхантахурский,2,55.0,4,9,33000.0
5838,"город Ташкент, Олмазорский район, Медгородок",Олмазорский,6,175.0,5,6,140000.0
5839,"город Ташкент, Юнусабадский район, Ц-5",Юнусабадский,3,70.0,8,9,57000.0
5840,"город Ташкент, Мирзо-Улугбекский район, Карасу 1-й квартал",Мирзо-Улугбекский,2,58.0,4,5,34500.0
5841,"город Ташкент, Мирзо-Улугбекский район, Ул.Лафарг",Мирзо-Улугбекский,2,65.0,4,4,63000.0
5842,"город Ташкент, Юнусабадский район, Юнусабад 7-й квартал",Юнусабадский,3,68.0,4,4,37500.0
5843,"город Ташкент, Яккасарайский район, Golden Hause",Яккасарайский,3,70.0,6,8,82000.0
5844,"город Ташкент, Яшнободский район, Янгинур",Яшнободский,2,84.0,5,6,33600.0
5845,"город Ташкент, Мирзо-Улугбекский район, жилой комплекс Goldhill",Мирзо-Улугбекский,3,113.0,5,8,56900.0
5846,"город Ташкент, Яшнободский район, Чилонота",Яшнободский,3,87.0,4,6,34800.0
5847,"город Ташкент, Юнусабадский район, Янги Юнусабад",Юнусабадский,6,137.0,6,9,89050.0
5848,"город Ташкент, Яшнободский район, М Реозий",Яшнободский,3,75.0,5,5,75000.0
5849,"город Ташкент, Юнусабадский район, 2-й проезд Хушнаво",Юнусабадский,4,79.0,2,4,55000.0
5850,"город Ташкент, Яккасарайский район, Ракат махаля ориентир Корзинка",Яккасарайский,4,90.0,3,4,90000.0
5851,"город Ташкент, Мирзо-Улугбекский район, Дархан",Мирзо-Улугбекский,3,75.0,5,9,63000.0
5852,"город Ташкент, Юнусабадский район, Ц-5",Юнусабадский,5,215.0,4,9,161000.0
5853,"город Ташкент, Мирзо-Улугбекский район, Ахмада Югнаки",Мирзо-Улугбекский,2,60.0,3,5,32000.0
5854,"город Ташкент, Мирзо-Улугбекский район, Мирзо-Улугбекский район массив Феруза-2",Мирзо-Улугбекский,3,72.0,4,4,41000.0
5855,"город Ташкент, Мирзо-Улугбекский район, Бауманова",Мирзо-Улугбекский,1,35.0,1,4,24500.0
5856,"город Ташкент, Мирзо-Улугбекский район, Буз-1 (Буз базар) ",Мирзо-Улугбекский,3,66.0,4,5,41500.0
5857,"город Ташкент, Юнусабадский район, 1-й проезд А. Закирова",Юнусабадский,3,67.0,3,4,57000.0
5858,"город Ташкент, Шайхантахурский район, Самарканд Дарвоза",Шайхантахурский,4,110.0,12,12,68000.0
5859,"город Ташкент, Мирзо-Улугбекский район, 2-й Паркентский проезд",Мирзо-Улугбекский,3,75.0,5,9,41500.0
5860,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",Мирзо-Улугбекский,4,100.0,1,4,87000.0
5861,"город Ташкент, Мирзо-Улугбекский район, Карасу 3-й квартал",Мирзо-Улугбекский,3,75.0,7,9,39500.0
5862,"город Ташкент, Учтепинский район, 30 kvartal 29 dom",Учтепинский,3,80.0,3,12,47500.0
5863,"город Ташкент, Мирзо-Улугбекский район, Карасу 2-й квартал",Мирзо-Улугбекский,3,94.0,2,5,67000.0
5864,"город Ташкент, Олмазорский район, Карасарайская",Олмазорский,2,74.0,4,9,41500.0
5865,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",Мирзо-Улугбекский,3,85.0,1,4,110000.0
5866,"город Ташкент, Чиланзарский район, Катта козиробод",Чиланзарский,4,130.0,3,8,210000.0
5867,"город Ташкент, Мирзо-Улугбекский район, Буз-1 (Буз базар) ",Мирзо-Улугбекский,3,65.0,4,5,42000.0
5868,"город Ташкент, Яшнободский район, Мавлоно Риёзи",Яшнободский,3,75.0,5,9,41500.0
5869,"город Ташкент, Чиланзарский район, Катта козиробод",Чиланзарский,1,35.0,2,4,27000.0
5870,"город Ташкент, Мирзо-Улугбекский район, Карасу 3-й квартал",Мирзо-Улугбекский,3,75.0,7,9,39500.0
5871,"город Ташкент, Яшнободский район, Корасув (Лисунова) ",Яшнободский,3,75.41,10,10,35000.0
5872,"город Ташкент, Мирзо-Улугбекский район, 1-й Паркентский проезд",Мирзо-Улугбекский,1,40.0,3,3,30500.0
5873,"город Ташкент, Мирзо-Улугбекский район, площадь Хамида Алимджана",Мирзо-Улугбекский,2,72.0,18,19,55000.0
5875,"город Ташкент, Учтепинский район, Чиланзар 30-й квартал",Учтепинский,4,88.0,4,5,47500.0
5876,"город Ташкент, Мирабадский район, Фергана Йули",Мирабадский,1,28.0,2,4,25500.0
5877,"город Ташкент, Чиланзарский район, Чиланзар 6 квартал",Чиланзарский,1,28.0,1,4,29500.0
5878,"город Ташкент, Чиланзарский район, Метро Хамза",Чиланзарский,2,55.0,1,4,41000.0
5879,"город Ташкент, Учтепинский район, Чиланзар 26-й квартал",Учтепинский,3,80.0,4,5,44000.0
5880,"город Ташкент, Мирабадский район, Айбека (пр-т Косманавтов) ",Мирабадский,6,160.0,4,9,130000.0
5881,"город Ташкент, Яшнободский район, 1-й Акдарьинский проезд",Яшнободский,2,49.0,2,2,25000.0
5882,"город Ташкент, Мирабадский район, Тараса Шевченко",Мирабадский,2,62.0,4,4,53000.0
5883,"город Ташкент, Яшнободский район, Рисовый",Яшнободский,1,20.0,3,4,12800.0
5884,"город Ташкент, Юнусабадский район, ц-4 Кашгар (Ц-4) ",Юнусабадский,3,60.0,3,3,70000.0
5885,"город Ташкент, Чиланзарский район, площадь Дружбы Народов",Чиланзарский,5,130.0,2,9,110000.0
5886,"город Ташкент, Яккасарайский район, Нукус",Яккасарайский,3,80.0,10,16,70000.0
5887,"город Ташкент, Мирзо-Улугбекский район, 1-й Асакинский проезд",Мирзо-Улугбекский,3,96.0,5,5,75000.0
5888,"город Ташкент, Юнусабадский район, Юнусабад 19-й квартал",Юнусабадский,3,78.0,1,5,56000.0
5889,"город Ташкент, Яккасарайский район, Кушбеги",Яккасарайский,5,109.0,3,5,80000.0
5890,"город Ташкент, Олмазорский район, Олмазорский район массив Себзар",Олмазорский,2,78.0,9,9,40500.0
5891,"город Ташкент, Чиланзарский район, Жиковский",Чиланзарский,2,48.0,1,4,39000.0
5892,"город Ташкент, Олмазорский район, Олмазорский район массив Себзар",Олмазорский,1,30.5,9,9,21500.0
5893,"город Ташкент, Яккасарайский район, Шота Руставели",Яккасарайский,3,72.0,3,5,97500.0
5894,"город Ташкент, Шайхантахурский район, Джарарык",Шайхантахурский,3,85.0,2,9,52000.0
5895,"город Ташкент, Мирзо-Улугбекский район, Карасу 6-й квартал",Мирзо-Улугбекский,2,56.89,2,5,48000.0
5896,"город Ташкент, Чиланзарский район, Чиланзар-8 ориентир ЗАГС",Чиланзарский,1,35.0,1,4,28800.0
5897,"город Ташкент, Юнусабадский район, Уч Кахрамон",Юнусабадский,1,45.0,5,5,24200.0
5898,"город Ташкент, Мирабадский район, Нукус",Мирабадский,3,128.0,6,12,89000.0
5899,"город Ташкент, Чиланзарский район, Чиланзар-1",Чиланзарский,1,32.0,3,5,28500.0
5900,"город Ташкент, Юнусабадский район, Юнусабад-6",Юнусабадский,2,50.0,3,4,31000.0
5901,"город Ташкент, Учтепинский район, Кухна-Чупонота массив Чиланзар 13-й квартал",Учтепинский,4,93.0,4,4,77000.0
5902,"город Ташкент, Учтепинский район, Кухна-Чупонота массив Чиланзар 13-й квартал",Учтепинский,3,79.0,3,4,67000.0
5904,"город Ташкент, Шайхантахурский район, 8-й проезд Бельтепа",Шайхантахурский,3,78.0,4,4,48000.0
5905,"город Ташкент, Мирзо-Улугбекский район, Паркент",Мирзо-Улугбекский,3,100.0,6,7,75000.0
5906,"город Ташкент, Шайхантахурский район, Бельтепа",Шайхантахурский,4,125.0,1,5,118000.0
5907,"город Ташкент, Юнусабадский район, Гайратий",Юнусабадский,4,138.0,2,4,84000.0
5908,"город Ташкент, Яккасарайский район, Бабура",Яккасарайский,3,65.0,4,5,59500.0
5909,"город Ташкент, Шайхантахурский район, Бельтепа",Шайхантахурский,3,88.0,2,5,100000.0
5910,"город Ташкент, Юнусабадский район, Юнусабад 1-й квартал",Юнусабадский,3,80.0,2,7,90000.0
5911,"город Ташкент, Яккасарайский район, Шота Руставели",Яккасарайский,5,182.0,7,8,160000.0
5912,"город Ташкент, Юнусабадский район, Юнусабад 9кв",Юнусабадский,3,78.0,2,5,52500.0
5913,"город Ташкент, Юнусабадский район, Юнусабад 7-й квартал",Юнусабадский,4,86.0,3,4,48000.0
5914,"город Ташкент, Юнусабадский район, Юнусабад 7кв",Юнусабадский,2,53.0,4,4,31500.0
5915,"город Ташкент, Мирабадский район, Таллимаржон",Мирабадский,3,72.0,3,9,52000.0
5916,"город Ташкент, Юнусабадский район, Юнусабад 15-й квартал",Юнусабадский,2,50.0,3,4,34000.0
5917,"город Ташкент, Шайхантахурский район, Массив бешагач 7",Шайхантахурский,4,84.0,4,4,79000.0
5918,"город Ташкент, Чиланзарский район, Чиланзар-3",Чиланзарский,2,40.0,3,4,33800.0
5919,"город Ташкент, Мирзо-Улугбекский район, Ц1",Мирзо-Улугбекский,1,45.0,2,4,50000.0
5920,"город Ташкент, Янгихаётский район, Кипчак",Янгихаётский,3,73.0,1,7,75000.0
5921,"город Ташкент, Сергелийский район, Мирзы Турсунзаде",Сергелийский,4,84.0,7,9,70000.0
5922,"город Ташкент, Чиланзарский район, Алгоритм",Чиланзарский,3,70.0,2,4,46000.0
5923,"город Ташкент, Шайхантахурский район, 1-й проезд Бог",Шайхантахурский,3,67.0,1,5,52000.0
5924,"город Ташкент, Сергелийский район, Янги Куйлюк",Сергелийский,1,38.0,1,5,23000.0
5925,"город Ташкент, Юнусабадский район, Бодомзор",Юнусабадский,1,31.0,2,4,23000.0
5926,"город Ташкент, Олмазорский район, Каракамыш квартал 1/3",Олмазорский,1,41.0,4,4,22600.0
5927,"город Ташкент, Олмазорский район, Каракамыш квартал 2/1",Олмазорский,2,94.0,3,5,47000.0
5928,"город Ташкент, Юнусабадский район, Юнусабад 11-й квартал",Юнусабадский,2,57.0,4,4,36000.0
5929,"город Ташкент, Яшнободский район, Городок Авиастроителей 1-й квартал",Яшнободский,4,76.12,2,4,50000.0
5930,"город Ташкент, Сергелийский район, Сергели-VII",Сергелийский,3,78.0,2,9,47000.0
5931,"город Ташкент, Сергелийский район, Сергели-VII",Сергелийский,3,80.0,5,9,53000.0
5932,"город Ташкент, Юнусабадский район, Мечеть Бадамзар",Юнусабадский,3,85.0,1,9,85000.0
5933,"город Ташкент, Юнусабадский район, Юнусабад-2",Юнусабадский,1,23.7,4,4,18000.0
5934,"город Ташкент, Юнусабадский район, Юнусабад 19-й квартал",Юнусабадский,4,96.0,2,5,53000.0
5935,"город Ташкент, Яшнободский район, Янгибозор 44дом 29",Яшнободский,2,40.0,2,4,20000.0
5936,"город Ташкент, Чиланзарский район, Чиланзар 8-й квартал",Чиланзарский,4,94.0,4,5,69999.0
5937,"город Ташкент, Мирзо-Улугбекский район, Ахмада Югнаки",Мирзо-Улугбекский,2,61.0,2,5,33500.0
5938,"город Ташкент, Мирзо-Улугбекский район, ТТЗ-2",Мирзо-Улугбекский,2,55.0,6,9,33500.0
5939,"город Ташкент, Мирзо-Улугбекский район, Малая кольцевая дорога",Мирзо-Улугбекский,2,69.0,12,12,33000.0
5940,"город Ташкент, Мирзо-Улугбекский район, Дархан",Мирзо-Улугбекский,2,64.0,3,9,53500.0
5941,"город Ташкент, Шайхантахурский район, Янги-Бельтепа",Шайхантахурский,3,72.0,4,4,42000.0
5942,"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Чиланзарский,2,63.0,3,9,32000.0
5943,"город Ташкент, Мирзо-Улугбекский район, Темура Малика",Мирзо-Улугбекский,2,140.0,1,8,70000.0
5944,"город Ташкент, Юнусабадский район, Рабочий городок",Юнусабадский,7,190.0,1,3,72000.0
5945,"город Ташкент, Яккасарайский район, Юнуса Раджабий",Яккасарайский,1,45.0,3,4,41000.0
5946,"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Чиланзарский,2,63.0,3,9,32000.0
5947,"город Ташкент, Мирзо-Улугбекский район, ТТЗ",Мирзо-Улугбекский,2,55.0,4,4,32000.0
5948,"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Чиланзарский,3,78.0,7,9,55000.0
5949,"город Ташкент, Мирабадский район, ор-р Перфектум",Мирабадский,3,105.0,2,8,170000.0
5950,"город Ташкент, Юнусабадский район, Юнусабад 10-й квартал",Юнусабадский,4,100.0,1,9,87000.0
5951,"город Ташкент, Шайхантахурский район, Хадра",Шайхантахурский,3,70.0,8,9,46000.0
5952,"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Чиланзарский,4,105.0,6,9,63000.0
5953,"город Ташкент, Мирзо-Улугбекский район, Буз-2 (Буз) ",Мирзо-Улугбекский,2,60.0,4,4,31500.0
5954,"город Ташкент, Мирабадский район, Чехова",Мирабадский,3,110.0,4,8,120000.0
